year_film,year_award,ceremony,category,win,title
1964,1965,22,Best Original Song - Motion Picture,FALSE,Where Love Has Gone
1964,1965,22,Best Original Song - Motion Picture,FALSE,Dear Heart
1964,1965,22,Cecil B. deMille Award,FALSE,James Stewart
1964,1965,22,New Star Of The Year - Actress,TRUE,Guns at Batasi
1964,1965,22,New Star Of The Year - Actress,TRUE,Island of the Blue Dolphins
1964,1965,22,New Star Of The Year - Actress,TRUE,Get Yourself a College Girl!
1964,1965,22,New Star Of The Year - Actor,TRUE,The Unsinkable Molly Brown
1964,1965,22,New Star Of The Year - Actor,TRUE,The New Interns
1964,1965,22,New Star Of The Year - Actor,TRUE,Sallah
1964,1965,22,Television Series,TRUE,The Rogues
1964,1965,22,Television Series,FALSE,The Red Skelton Hour
1964,1965,22,Television Series,FALSE,12 O'Clock High
1964,1965,22,Television Series,FALSE,Wendy and Me
1964,1965,22,Television Series,FALSE,The Munsters
1964,1965,22,Actress In A Leading Role - Musical Or Comedy,TRUE,Mary Poppins
1964,1965,22,Actress In A Leading Role - Musical Or Comedy,FALSE,My Fair Lady
1964,1965,22,Actress In A Leading Role - Musical Or Comedy,FALSE,Marriage Italian Style
1964,1965,22,Actress In A Leading Role - Musical Or Comedy,FALSE,Topkapi
1964,1965,22,Actress In A Leading Role - Musical Or Comedy,FALSE,The Unsinkable Molly Brown
1964,1965,22,Actor In A Television Series,TRUE,Burke's Law
1964,1965,22,Actor In A Television Series,FALSE,The Man From U.N.C.L.E.
1964,1965,22,Actor In A Television Series,FALSE,Slattery's People
1964,1965,22,Actor In A Television Series,FALSE,Mr. Novak
1964,1965,22,Actor In A Television Series,FALSE,The Fugitive (TV)
1964,1965,22,Foreign Film - Foreign Language,TRUE,Marriage Italian Style
1964,1965,22,Foreign Film - English Language,TRUE,Girl With Green Eyes
1964,1965,22,Henrietta Award (World Film Favorites),TRUE,Sophia Loren
1964,1965,22,Henrietta Award (World Film Favorites),TRUE,Marcello Mastroianni
1964,1965,22,Actress In A Television Series,TRUE,The Dick Van Dyke Show
1964,1965,22,Actress In A Television Series,FALSE,Peyton Place (TV Series)
1964,1965,22,Actress In A Television Series,FALSE,Dr. Kildare
1964,1965,22,Actress In A Television Series,FALSE,Bewitched
1964,1965,22,Actress In A Television Series,FALSE,My Living Doll
1965,1966,23,Best Motion Picture - Drama,TRUE,Doctor Zhivago
1965,1966,23,Best Motion Picture - Drama,FALSE,The Collector
1965,1966,23,Best Motion Picture - Drama,FALSE,The Flight of the Phoenix
1965,1966,23,Best Motion Picture - Drama,FALSE,A Patch of Blue
1965,1966,23,Best Motion Picture - Drama,FALSE,Ship of Fools
1965,1966,23,Best Motion Picture - Musical or Comedy,TRUE,The Sound of Music
1965,1966,23,Best Motion Picture - Musical or Comedy,FALSE,Cat Ballou
1965,1966,23,Best Motion Picture - Musical or Comedy,FALSE,The Great Race
1965,1966,23,Best Motion Picture - Musical or Comedy,FALSE,Those Magnificent Men in Their Flying Machines
1965,1966,23,Best Motion Picture - Musical or Comedy,FALSE,A Thousand Clowns
1965,1966,23,Best Performance by an Actress in a Motion Picture - Drama,TRUE,The Collector
1965,1966,23,Best Performance by an Actress in a Motion Picture - Drama,FALSE,Othello
1965,1966,23,Best Performance by an Actress in a Motion Picture - Drama,FALSE,Darling
1965,1966,23,Best Performance by an Actress in a Motion Picture - Drama,FALSE,A Patch of Blue
1965,1966,23,Best Performance by an Actress in a Motion Picture - Drama,FALSE,Ship of Fools
1965,1966,23,Best Performance by an Actor in a Motion Picture - Drama,TRUE,Doctor Zhivago
1965,1966,23,Best Performance by an Actor in a Motion Picture - Drama,FALSE,The Agony and The Ecstasy
1965,1966,23,Best Performance by an Actor in a Motion Picture - Drama,FALSE,A Patch of Blue
1965,1966,23,Best Performance by an Actor in a Motion Picture - Drama,FALSE,The Pawnbroker
1965,1966,23,Best Performance by an Actor in a Motion Picture - Drama,FALSE,Ship of Fools
1965,1966,23,Best Performance by an Actor in a Motion Picture - Musical or Comedy,TRUE,Cat Ballou
1965,1966,23,Best Performance by an Actor in a Motion Picture - Musical or Comedy,FALSE,Those Magnificent Men in Their Flying Machines
1965,1966,23,Best Performance by an Actor in a Motion Picture - Musical or Comedy,FALSE,The Great Race
1965,1966,23,Best Performance by an Actor in a Motion Picture - Musical or Comedy,FALSE,Boeing Boeing
1965,1966,23,Best Performance by an Actor in a Motion Picture - Musical or Comedy,FALSE,A Thousand Clowns
1965,1966,23,Best Performance by an Actress in a Supporting Role in any Motion Picture,TRUE,Inside Daisy Clover
1965,1966,23,Best Performance by an Actress in a Supporting Role in any Motion Picture,FALSE,The Cincinnati Kid
1965,1966,23,Best Performance by an Actress in a Supporting Role in any Motion Picture,FALSE,Othello
1965,1966,23,Best Performance by an Actress in a Supporting Role in any Motion Picture,FALSE,Boeing Boeing
1965,1966,23,Best Performance by an Actress in a Supporting Role in any Motion Picture,FALSE,The Sound of Music
1965,1966,23,Best Performance by an Actor in a Supporting Role in any Motion Picture,TRUE,The Spy Who Came in from the Cold
1965,1966,23,Best Performance by an Actor in a Supporting Role in any Motion Picture,FALSE,Harlow
1965,1966,23,Best Performance by an Actor in a Supporting Role in any Motion Picture,FALSE,Othello
1965,1966,23,Best Performance by an Actor in a Supporting Role in any Motion Picture,FALSE,Battle Of The Bulge
1965,1966,23,Best Director - Motion Picture,TRUE,Doctor Zhivago
1965,1966,23,Best Director - Motion Picture,FALSE,A Patch of Blue
1965,1966,23,Best Director - Motion Picture,FALSE,Darling
1965,1966,23,Best Director - Motion Picture,FALSE,The Sound of Music
1965,1966,23,Best Director - Motion Picture,FALSE,The Collector
1965,1966,23,Best Screenplay - Motion Picture,TRUE,Doctor Zhivago
1965,1966,23,Best Screenplay - Motion Picture,FALSE,The Agony and The Ecstasy
1965,1966,23,Best Screenplay - Motion Picture,FALSE,The Collector
1965,1966,23,Best Screenplay - Motion Picture,FALSE,A Patch of Blue
1965,1966,23,Best Screenplay - Motion Picture,FALSE,The Slender Thread
1965,1966,23,Best Original Score - Motion Picture,TRUE,Doctor Zhivago
1965,1966,23,Best Original Score - Motion Picture,FALSE,Battle Of The Bulge
1965,1966,23,Best Original Score - Motion Picture,FALSE,The Great Race
1965,1966,23,Best Original Score - Motion Picture,FALSE,The Sandpiper
1965,1966,23,Best Original Score - Motion Picture,FALSE,The Yellow Rolls-Royce
1965,1966,23,Best Original Song - Motion Picture,TRUE,The Yellow Rolls-Royce
1965,1966,23,Best Original Song - Motion Picture,FALSE,Cat Ballou
1965,1966,23,Best Original Song - Motion Picture,FALSE,The Sandpiper
1965,1966,23,Best Original Song - Motion Picture,FALSE,The Great Race
1965,1966,23,Best Original Song - Motion Picture,FALSE,That Funny Feeling
1965,1966,23,Cecil B. deMille Award,FALSE,John Wayne
1965,1966,23,New Star Of The Year - Actress,TRUE,A Patch of Blue
1965,1966,23,New Star Of The Year - Actress,FALSE,The Family Jewels
1965,1966,23,New Star Of The Year - Actress,FALSE,Doctor Zhivago
1965,1966,23,New Star Of The Year - Actress,FALSE,Shenandoah
1965,1966,23,New Star Of The Year - Actress,FALSE,Do Not Disturb
1965,1966,23,New Star Of The Year - Actor,TRUE,Inside Daisy Clover
1965,1966,23,New Star Of The Year - Actor,FALSE,The Flight of the Phoenix
1965,1966,23,New Star Of The Year - Actor,FALSE,Lady in a Cage
1965,1966,23,New Star Of The Year - Actor,FALSE,Those Magnificent Men in Their Flying Machines
1965,1966,23,New Star Of The Year - Actor,FALSE,Cat Ballou
1965,1966,23,Television Program,TRUE,The Man From U.N.C.L.E.
1965,1966,23,Television Program,FALSE,Frank Sinatra: A Man and His Music
1965,1966,23,Television Program,FALSE,Get Smart
1965,1966,23,Television Program,FALSE,I Spy
1965,1966,23,Television Program,FALSE,My Name Is Barbra
1965,1966,23,Actress In A Leading Role - Musical Or Comedy,TRUE,The Sound of Music
1965,1966,23,Actress In A Leading Role - Musical Or Comedy,FALSE,Inside Daisy Clover
1965,1966,23,Actress In A Leading Role - Musical Or Comedy,FALSE,Cat Ballou
1965,1966,23,Actress In A Leading Role - Musical Or Comedy,FALSE,A Thousand Clowns
1965,1966,23,Actress In A Leading Role - Musical Or Comedy,FALSE,The Knack ...And How To Get It
1965,1966,23,Actor In A Television Series,TRUE,The Fugitive (TV)
1965,1966,23,Actor In A Television Series,FALSE,Get Smart
1965,1966,23,Actor In A Television Series,FALSE,Run For Your Life
1965,1966,23,Actor In A Television Series,FALSE,The Man From U.N.C.L.E.
1965,1966,23,Actor In A Television Series,FALSE,The Man From U.N.C.L.E.
1965,1966,23,Foreign Film - Foreign Language,TRUE,Juliet of the Spirits
1965,1966,23,Foreign Film - Foreign Language,FALSE,La ronde (Circle Of Love)
1965,1966,23,Foreign Film - Foreign Language,FALSE,Tarahumara (Always Further On)
1965,1966,23,Foreign Film - Foreign Language,FALSE,The Umbrellas Of Cherbourg
1965,1966,23,Foreign Film - Foreign Language,FALSE,Red Beard
1965,1966,23,Foreign Film - English Language,TRUE,Darling
1965,1966,23,Foreign Film - English Language,FALSE,The Knack ...And How To Get It
1965,1966,23,Foreign Film - English Language,FALSE,The Leather Boys
1965,1966,23,Foreign Film - English Language,FALSE,90 Degrees In The Shade
1965,1966,23,Foreign Film - English Language,FALSE,Othello
1965,1966,23,Henrietta Award (World Film Favorites),TRUE,Paul Newman
1965,1966,23,Henrietta Award (World Film Favorites),TRUE,Natalie Wood
1965,1966,23,Actress In A Television Series,TRUE,Honey West
1965,1966,23,Actress In A Television Series,FALSE,The Patty Duke Show
1965,1966,23,Actress In A Television Series,FALSE,Peyton Place (TV Series)
1965,1966,23,Actress In A Television Series,FALSE,Peyton Place (TV Series)
1965,1966,23,Actress In A Television Series,FALSE,The Big Valley
1966,1967,24,Best Motion Picture - Drama,TRUE,A Man for All Seasons
1966,1967,24,Best Motion Picture - Drama,FALSE,Born Free
1966,1967,24,Best Motion Picture - Drama,FALSE,The Professionals
1966,1967,24,Best Motion Picture - Drama,FALSE,The Sand Pebbles
1966,1967,24,Best Motion Picture - Drama,FALSE,Who's Afraid of Virginia Woolf?
1966,1967,24,Best Motion Picture - Musical or Comedy,TRUE,The Russians Are Coming Russians Are Coming
1966,1967,24,Best Motion Picture - Musical or Comedy,FALSE,A Funny Thing Happened on the Way to the Forum
1966,1967,24,Best Motion Picture - Musical or Comedy,FALSE,Gambit
1966,1967,24,Best Motion Picture - Musical or Comedy,FALSE,Not With My Wife, You Don't
1966,1967,24,Best Motion Picture - Musical or Comedy,FALSE,You're a Big Boy Now
1966,1967,24,Best Performance by an Actress in a Motion Picture - Drama,TRUE,A Man And A Woman
1966,1967,24,Best Performance by an Actress in a Motion Picture - Drama,FALSE,This Property Is Condemned
1966,1967,24,Best Performance by an Actress in a Motion Picture - Drama,FALSE,The Shop on Main Street
1966,1967,24,Best Performance by an Actress in a Motion Picture - Drama,FALSE,Born Free
1966,1967,24,Best Performance by an Actress in a Motion Picture - Drama,FALSE,Who's Afraid of Virginia Woolf?
1966,1967,24,Best Performance by an Actor in a Motion Picture - Drama,TRUE,A Man for All Seasons
1966,1967,24,Best Performance by an Actor in a Motion Picture - Drama,FALSE,Who's Afraid of Virginia Woolf?
1966,1967,24,Best Performance by an Actor in a Motion Picture - Drama,FALSE,Alfie 
1966,1967,24,Best Performance by an Actor in a Motion Picture - Drama,FALSE,The Sand Pebbles
1966,1967,24,Best Performance by an Actor in a Motion Picture - Drama,FALSE,Hawaii
1966,1967,24,Best Performance by an Actor in a Motion Picture - Musical or Comedy,TRUE,The Russians Are Coming Russians Are Coming
1966,1967,24,Best Performance by an Actor in a Motion Picture - Musical or Comedy,FALSE,Gambit
1966,1967,24,Best Performance by an Actor in a Motion Picture - Musical or Comedy,FALSE,The Spy With A Cold Nose
1966,1967,24,Best Performance by an Actor in a Motion Picture - Musical or Comedy,FALSE,The Fortune Cookie
1966,1967,24,Best Performance by an Actor in a Motion Picture - Musical or Comedy,FALSE,Georgy Girl
1966,1967,24,Best Performance by an Actress in a Supporting Role in any Motion Picture,TRUE,Hawaii
1966,1967,24,Best Performance by an Actress in a Supporting Role in any Motion Picture,FALSE,Who's Afraid of Virginia Woolf?
1966,1967,24,Best Performance by an Actress in a Supporting Role in any Motion Picture,FALSE,Alfie 
1966,1967,24,Best Performance by an Actress in a Supporting Role in any Motion Picture,FALSE,You're a Big Boy Now
1966,1967,24,Best Performance by an Actress in a Supporting Role in any Motion Picture,FALSE,Alfie 
1966,1967,24,Best Performance by an Actor in a Supporting Role in any Motion Picture,TRUE,The Sand Pebbles
1966,1967,24,Best Performance by an Actor in a Supporting Role in any Motion Picture,FALSE,The Appaloosa
1966,1967,24,Best Performance by an Actor in a Supporting Role in any Motion Picture,FALSE,Who's Afraid of Virginia Woolf?
1966,1967,24,Best Performance by an Actor in a Supporting Role in any Motion Picture,FALSE,A Man for All Seasons
1966,1967,24,Best Performance by an Actor in a Supporting Role in any Motion Picture,FALSE,The Sand Pebbles
1966,1967,24,Best Director - Motion Picture,TRUE,A Man for All Seasons
1966,1967,24,Best Director - Motion Picture,FALSE,Alfie 
1966,1967,24,Best Director - Motion Picture,FALSE,A Man And A Woman
1966,1967,24,Best Director - Motion Picture,FALSE,Who's Afraid of Virginia Woolf?
1966,1967,24,Best Director - Motion Picture,FALSE,The Sand Pebbles
1966,1967,24,Best Screenplay - Motion Picture,TRUE,A Man for All Seasons
1966,1967,24,Best Screenplay - Motion Picture,FALSE,The Sand Pebbles
1966,1967,24,Best Screenplay - Motion Picture,FALSE,Who's Afraid of Virginia Woolf?
1966,1967,24,Best Screenplay - Motion Picture,FALSE,Alfie 
1966,1967,24,Best Screenplay - Motion Picture,FALSE,The Russians Are Coming Russians Are Coming
1966,1967,24,Best Original Score - Motion Picture,TRUE,Hawaii
1966,1967,24,Best Original Score - Motion Picture,FALSE,A Man And A Woman
1966,1967,24,Best Original Score - Motion Picture,FALSE,The Sand Pebbles
1966,1967,24,Best Original Score - Motion Picture,FALSE,The Bible: In The Beginning
1966,1967,24,Best Original Score - Motion Picture,FALSE,Is Paris Burning?
1966,1967,24,Best Original Song - Motion Picture,TRUE,A Man Could Get Killed
1966,1967,24,Best Original Song - Motion Picture,FALSE,Alfie 
1966,1967,24,Best Original Song - Motion Picture,FALSE,Born Free
1966,1967,24,Best Original Song - Motion Picture,FALSE,Georgy Girl
1966,1967,24,Best Original Song - Motion Picture,FALSE,A Man And A Woman
1966,1967,24,Cecil B. deMille Award,FALSE,Charlton Heston
1966,1967,24,New Star Of The Year - Actress,TRUE,Dead Heat on a Merry-Go-Round
1966,1967,24,New Star Of The Year - Actress,FALSE,The Group
1966,1967,24,New Star Of The Year - Actress,FALSE,The Sand Pebbles
1966,1967,24,New Star Of The Year - Actress,FALSE,The Professionals
1966,1967,24,New Star Of The Year - Actress,FALSE,Georgy Girl
1966,1967,24,New Star Of The Year - Actress,FALSE,Grand Prix
1966,1967,24,New Star Of The Year - Actor,TRUE,The Pad
1966,1967,24,New Star Of The Year - Actor,FALSE,Grand Prix
1966,1967,24,New Star Of The Year - Actor,FALSE,The Russians Are Coming Russians Are Coming
1966,1967,24,New Star Of The Year - Actor,FALSE,Georgy Girl
1966,1967,24,New Star Of The Year - Actor,FALSE,The Russians Are Coming Russians Are Coming
1966,1967,24,Television Series,TRUE,I Spy
1966,1967,24,Television Series,FALSE,The Fugitive (TV)
1966,1967,24,Television Series,FALSE,The Man From U.N.C.L.E.
1966,1967,24,Television Series,FALSE,Run For Your Life
1966,1967,24,Television Series,FALSE,That Girl
1966,1967,24,Actress In A Leading Role - Musical Or Comedy,TRUE,Georgy Girl
1966,1967,24,Actress In A Leading Role - Musical Or Comedy,FALSE,Morgan!
1966,1967,24,Actress In A Leading Role - Musical Or Comedy,FALSE,Any Wednesday
1966,1967,24,Actress In A Leading Role - Musical Or Comedy,FALSE,You're a Big Boy Now
1966,1967,24,Actress In A Leading Role - Musical Or Comedy,FALSE,Gambit
1966,1967,24,Actor In A Television Series,TRUE,The Dean Martin Show
1966,1967,24,Actor In A Television Series,FALSE,I Spy
1966,1967,24,Actor In A Television Series,FALSE,I Spy
1966,1967,24,Actor In A Television Series,FALSE,Run For Your Life
1966,1967,24,Actor In A Television Series,FALSE,The Rat Patrol
1966,1967,24,Foreign Film - Foreign Language,TRUE,A Man And A Woman
1966,1967,24,Foreign Film - Foreign Language,FALSE,Impossible On Saturday
1966,1967,24,Foreign Film - Foreign Language,FALSE,The Signore & signori (The Birds Bees And The Italians)
1966,1967,24,Foreign Film - Foreign Language,FALSE,Loves of a Blonde
1966,1967,24,Foreign Film - Foreign Language,FALSE,Hamlet (1964)
1966,1967,24,Foreign Film - English Language,TRUE,Alfie 
1966,1967,24,Foreign Film - English Language,FALSE,Romeo And Juliet 
1966,1967,24,Foreign Film - English Language,FALSE,The Spy With A Cold Nose
1966,1967,24,Foreign Film - English Language,FALSE,Blow-Up
1966,1967,24,Foreign Film - English Language,FALSE,Georgy Girl
1966,1967,24,Foreign Film - English Language,FALSE,Morgan!
1966,1967,24,Henrietta Award (World Film Favorites),TRUE,Julie Andrews
1966,1967,24,Henrietta Award (World Film Favorites),TRUE,Steve McQueen
1966,1967,24,Actress In A Television Series,TRUE,That Girl
1966,1967,24,Actress In A Television Series,FALSE,The Pruitts of Southampton
1966,1967,24,Actress In A Television Series,FALSE,I Dream of Jeannie
1966,1967,24,Actress In A Television Series,FALSE,Bewitched
1966,1967,24,Actress In A Television Series,FALSE,The Big Valley
1967,1968,25,Best Motion Picture - Drama,TRUE,In the Heat of the Night
1967,1968,25,Best Motion Picture - Drama,FALSE,Bonnie and Clyde
1967,1968,25,Best Motion Picture - Drama,FALSE,Far From The Madding Crowd
1967,1968,25,Best Motion Picture - Drama,FALSE,Guess Who's Coming To Dinner
1967,1968,25,Best Motion Picture - Drama,FALSE,In Cold Blood
1967,1968,25,Best Motion Picture - Musical or Comedy,TRUE,The Graduate
1967,1968,25,Best Motion Picture - Musical or Comedy,FALSE,Camelot
1967,1968,25,Best Motion Picture - Musical or Comedy,FALSE,Doctor Dolittle
1967,1968,25,Best Motion Picture - Musical or Comedy,FALSE,The Taming of the Shrew
1967,1968,25,Best Motion Picture - Musical or Comedy,FALSE,Thoroughly Modern Millie
1967,1968,25,Best Performance by an Actress in a Motion Picture - Drama,TRUE,The Whisperers
1967,1968,25,Best Performance by an Actress in a Motion Picture - Drama,FALSE,Bonnie and Clyde
1967,1968,25,Best Performance by an Actress in a Motion Picture - Drama,FALSE,Wait Until Dark
1967,1968,25,Best Performance by an Actress in a Motion Picture - Drama,FALSE,Guess Who's Coming To Dinner
1967,1968,25,Best Performance by an Actress in a Motion Picture - Drama,FALSE,The Fox
1967,1968,25,Best Performance by an Actor in a Motion Picture - Drama,TRUE,In the Heat of the Night
1967,1968,25,Best Performance by an Actor in a Motion Picture - Drama,FALSE,Far From The Madding Crowd
1967,1968,25,Best Performance by an Actor in a Motion Picture - Drama,FALSE,Bonnie and Clyde
1967,1968,25,Best Performance by an Actor in a Motion Picture - Drama,FALSE,Cool Hand Luke
1967,1968,25,Best Performance by an Actor in a Motion Picture - Drama,FALSE,Guess Who's Coming To Dinner
1967,1968,25,Best Performance by an Actor in a Motion Picture - Drama,FALSE,In the Heat of the Night
1967,1968,25,Best Performance by an Actor in a Motion Picture - Musical or Comedy,TRUE,Camelot
1967,1968,25,Best Performance by an Actor in a Motion Picture - Musical or Comedy,FALSE,The Climax
1967,1968,25,Best Performance by an Actor in a Motion Picture - Musical or Comedy,FALSE,The Taming of the Shrew
1967,1968,25,Best Performance by an Actor in a Motion Picture - Musical or Comedy,FALSE,Doctor Dolittle
1967,1968,25,Best Performance by an Actor in a Motion Picture - Musical or Comedy,FALSE,The Graduate
1967,1968,25,Best Performance by an Actress in a Supporting Role in any Motion Picture,TRUE,Thoroughly Modern Millie
1967,1968,25,Best Performance by an Actress in a Supporting Role in any Motion Picture,FALSE,In the Heat of the Night
1967,1968,25,Best Performance by an Actress in a Supporting Role in any Motion Picture,FALSE,The Comedians
1967,1968,25,Best Performance by an Actress in a Supporting Role in any Motion Picture,FALSE,In the Heat of the Night
1967,1968,25,Best Performance by an Actress in a Supporting Role in any Motion Picture,FALSE,Far From The Madding Crowd
1967,1968,25,Best Performance by an Actress in a Supporting Role in any Motion Picture,FALSE,Guess Who's Coming To Dinner
1967,1968,25,Best Performance by an Actor in a Supporting Role in any Motion Picture,TRUE,Doctor Dolittle
1967,1968,25,Best Performance by an Actor in a Supporting Role in any Motion Picture,FALSE,Wait Until Dark
1967,1968,25,Best Performance by an Actor in a Supporting Role in any Motion Picture,FALSE,The Dirty Dozen
1967,1968,25,Best Performance by an Actor in a Supporting Role in any Motion Picture,FALSE,Cool Hand Luke
1967,1968,25,Best Performance by an Actor in a Supporting Role in any Motion Picture,FALSE,Bonnie and Clyde
1967,1968,25,Best Director - Motion Picture,TRUE,The Graduate
1967,1968,25,Best Director - Motion Picture,FALSE,In the Heat of the Night
1967,1968,25,Best Director - Motion Picture,FALSE,Guess Who's Coming To Dinner
1967,1968,25,Best Director - Motion Picture,FALSE,Bonnie and Clyde
1967,1968,25,Best Director - Motion Picture,FALSE,The Fox
1967,1968,25,Best Screenplay - Motion Picture,TRUE,In the Heat of the Night
1967,1968,25,Best Screenplay - Motion Picture,FALSE,Bonnie and Clyde
1967,1968,25,Best Screenplay - Motion Picture,FALSE,The Fox
1967,1968,25,Best Screenplay - Motion Picture,FALSE,The Graduate
1967,1968,25,Best Screenplay - Motion Picture,FALSE,Guess Who's Coming To Dinner
1967,1968,25,Best Original Score - Motion Picture,TRUE,Camelot
1967,1968,25,Best Original Score - Motion Picture,FALSE,Doctor Dolittle
1967,1968,25,Best Original Score - Motion Picture,FALSE,Live For Life
1967,1968,25,Best Original Score - Motion Picture,FALSE,Thoroughly Modern Millie
1967,1968,25,Best Original Score - Motion Picture,FALSE,Two for the Road
1967,1968,25,Best Original Song - Motion Picture,TRUE,Camelot
1967,1968,25,Best Original Song - Motion Picture,FALSE,Live For Life
1967,1968,25,Best Original Song - Motion Picture,FALSE,Ski Fever
1967,1968,25,Best Original Song - Motion Picture,FALSE,Doctor Dolittle
1967,1968,25,Best Original Song - Motion Picture,FALSE,Thoroughly Modern Millie
1967,1968,25,Cecil B. deMille Award,FALSE,Kirk Douglas
1967,1968,25,New Star Of The Year - Actress,TRUE,The Graduate
1967,1968,25,New Star Of The Year - Actress,FALSE,Hurry Sundown
1967,1968,25,New Star Of The Year - Actress,FALSE,Guess Who's Coming To Dinner
1967,1968,25,New Star Of The Year - Actress,FALSE,The Graduate
1967,1968,25,New Star Of The Year - Actress,FALSE,Valley of the Dolls
1967,1968,25,New Star Of The Year - Actress,FALSE,Rogues' Gallery
1967,1968,25,New Star Of The Year - Actress,FALSE,Elvira Madigan
1967,1968,25,New Star Of The Year - Actor,TRUE,The Graduate
1967,1968,25,New Star Of The Year - Actor,FALSE,Three Days and a Child
1967,1968,25,New Star Of The Year - Actor,FALSE,Camelot
1967,1968,25,New Star Of The Year - Actor,FALSE,Bonnie and Clyde
1967,1968,25,New Star Of The Year - Actor,FALSE,The Happiest Millionaire
1967,1968,25,Television Series,TRUE,Mission: Impossible
1967,1968,25,Television Series,FALSE,Garrison's Gorillas
1967,1968,25,Television Series,FALSE,Rowan & Martin's Laugh-In
1967,1968,25,Television Series,FALSE,The Carol Burnett Show
1967,1968,25,Television Series,FALSE,The Dean Martin Show
1967,1968,25,Actress In A Leading Role - Musical Or Comedy,TRUE,The Graduate
1967,1968,25,Actress In A Leading Role - Musical Or Comedy,FALSE,Thoroughly Modern Millie
1967,1968,25,Actress In A Leading Role - Musical Or Comedy,FALSE,Two for the Road
1967,1968,25,Actress In A Leading Role - Musical Or Comedy,FALSE,Woman Times Seven
1967,1968,25,Actress In A Leading Role - Musical Or Comedy,FALSE,Camelot
1967,1968,25,Actor In A Television Series,TRUE,Mission: Impossible
1967,1968,25,Actor In A Television Series,FALSE,Garrison's Gorillas
1967,1968,25,Actor In A Television Series,FALSE,Run For Your Life
1967,1968,25,Actor In A Television Series,FALSE,The Dean Martin Show
1967,1968,25,Actor In A Television Series,FALSE,The Andy Williams Show
1967,1968,25,Foreign Film - Foreign Language,TRUE,Live For Life
1967,1968,25,Foreign Film - Foreign Language,FALSE,The Climax
1967,1968,25,Foreign Film - Foreign Language,FALSE,Closely Watched Trains
1967,1968,25,Foreign Film - Foreign Language,FALSE,Elvira Madigan
1967,1968,25,Foreign Film - Foreign Language,FALSE,The Stranger
1967,1968,25,Foreign Film - English Language,TRUE,The Fox
1967,1968,25,Foreign Film - English Language,FALSE,Accident
1967,1968,25,Foreign Film - English Language,FALSE,The Jokers
1967,1968,25,Foreign Film - English Language,FALSE,Smashing Time
1967,1968,25,Foreign Film - English Language,FALSE,Ulysses
1967,1968,25,Foreign Film - English Language,FALSE,The Whisperers
1967,1968,25,Henrietta Award (World Film Favorites),TRUE,Julie Andrews
1967,1968,25,Henrietta Award (World Film Favorites),TRUE,Paul Newman
1967,1968,25,Actress In A Television Series,TRUE,The Carol Burnett Show
1967,1968,25,Actress In A Television Series,FALSE,Mission: Impossible
1967,1968,25,Actress In A Television Series,FALSE,The Lucy Show
1967,1968,25,Actress In A Television Series,FALSE,Movin' with Nancy
1967,1968,25,Actress In A Television Series,FALSE,The Big Valley
1968,1969,26,Best Motion Picture - Drama,TRUE,The Lion in Winter
1968,1969,26,Best Motion Picture - Drama,FALSE,Charly
1968,1969,26,Best Motion Picture - Drama,FALSE,The Fixer
1968,1969,26,Best Motion Picture - Drama,FALSE,The Heart Is a Lonely Hunter
1968,1969,26,Best Motion Picture - Drama,FALSE,The Shoes of the Fisherman
1968,1969,26,Best Motion Picture - Musical or Comedy,TRUE,Oliver!
1968,1969,26,Best Motion Picture - Musical or Comedy,FALSE,Funny Girl
1968,1969,26,Best Motion Picture - Musical or Comedy,FALSE,Finian's Rainbow
1968,1969,26,Best Motion Picture - Musical or Comedy,FALSE,The Odd Couple 
1968,1969,26,Best Motion Picture - Musical or Comedy,FALSE,Yours, Mine and Ours
1968,1969,26,Best Performance by an Actress in a Motion Picture - Drama,TRUE,Rachel, Rachel
1968,1969,26,Best Performance by an Actress in a Motion Picture - Drama,FALSE,The Killing of Sister George
1968,1969,26,Best Performance by an Actress in a Motion Picture - Drama,FALSE,Rosemary's Baby
1968,1969,26,Best Performance by an Actress in a Motion Picture - Drama,FALSE,The Lion in Winter
1968,1969,26,Best Performance by an Actress in a Motion Picture - Drama,FALSE,Isadora
1968,1969,26,Best Performance by an Actor in a Motion Picture - Drama,TRUE,The Lion in Winter
1968,1969,26,Best Performance by an Actor in a Motion Picture - Drama,FALSE,The Heart Is a Lonely Hunter
1968,1969,26,Best Performance by an Actor in a Motion Picture - Drama,FALSE,The Fixer
1968,1969,26,Best Performance by an Actor in a Motion Picture - Drama,FALSE,The Boston Strangler
1968,1969,26,Best Performance by an Actor in a Motion Picture - Drama,FALSE,Charly
1968,1969,26,Best Performance by an Actor in a Motion Picture - Musical or Comedy,TRUE,Oliver!
1968,1969,26,Best Performance by an Actor in a Motion Picture - Musical or Comedy,FALSE,Finian's Rainbow
1968,1969,26,Best Performance by an Actor in a Motion Picture - Musical or Comedy,FALSE,The Odd Couple 
1968,1969,26,Best Performance by an Actor in a Motion Picture - Musical or Comedy,FALSE,The Odd Couple 
1968,1969,26,Best Performance by an Actor in a Motion Picture - Musical or Comedy,FALSE,The Producers (1967)
1968,1969,26,Best Performance by an Actress in a Supporting Role in any Motion Picture,TRUE,Rosemary's Baby
1968,1969,26,Best Performance by an Actress in a Supporting Role in any Motion Picture,FALSE,Finian's Rainbow
1968,1969,26,Best Performance by an Actress in a Supporting Role in any Motion Picture,FALSE,For Love of Ivy
