year_film,year_award,ceremony,category,win,title
2011,2012,69,Best Television Series - Drama,FALSE,Boss
2011,2012,69,Best Television Series - Drama,FALSE,Game of Thrones
2011,2012,69,Best Television Series - Drama,FALSE,American Horror Story: Asylum
2011,2012,69,Best Television Series - Musical or Comedy,TRUE,Modern Family
2011,2012,69,Best Television Series - Musical or Comedy,FALSE,Enlightened
2011,2012,69,Best Television Series - Musical or Comedy,FALSE,Episodes
2011,2012,69,Best Television Series - Musical or Comedy,FALSE,Glee
2011,2012,69,Best Television Series - Musical or Comedy,FALSE,New Girl
2011,2012,69,Best Television Limited Series or Motion Picture Made for Television,TRUE,Downton Abbey
2011,2012,69,Best Television Limited Series or Motion Picture Made for Television,FALSE,Cinema Verite
2011,2012,69,Best Television Limited Series or Motion Picture Made for Television,FALSE,The Hour
2011,2012,69,Best Television Limited Series or Motion Picture Made for Television,FALSE,Mildred Pierce
2011,2012,69,Best Television Limited Series or Motion Picture Made for Television,FALSE,Too Big To Fail
2011,2012,69,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,TRUE,Mildred Pierce
2011,2012,69,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,FALSE,The Hour
2011,2012,69,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,FALSE,Cinema Verite
2011,2012,69,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,FALSE,Downton Abbey
2011,2012,69,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,FALSE,Appropriate Adult
2011,2012,69,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,TRUE,Luther
2011,2012,69,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,FALSE,Downton Abbey
2011,2012,69,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,FALSE,Too Big To Fail
2011,2012,69,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,FALSE,Page Eight (Masterpiece)
2011,2012,69,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,FALSE,The Hour
2011,2012,69,Best Performance by an Actress In A Television Series - Drama,TRUE,Homeland
2011,2012,69,Best Performance by an Actress In A Television Series - Drama,FALSE,Revenge
2011,2012,69,Best Performance by an Actress In A Television Series - Drama,FALSE,Necessary Roughness
2011,2012,69,Best Performance by an Actress In A Television Series - Drama,FALSE,The Killing
2011,2012,69,Best Performance by an Actress In A Television Series - Drama,FALSE,The Good Wife
2011,2012,69,Best Performance by an Actor In A Television Series - Drama,TRUE,Boss
2011,2012,69,Best Performance by an Actor In A Television Series - Drama,FALSE,The Borgias
2011,2012,69,Best Performance by an Actor In A Television Series - Drama,FALSE,Homeland
2011,2012,69,Best Performance by an Actor In A Television Series - Drama,FALSE,Boardwalk Empire
2011,2012,69,Best Performance by an Actor In A Television Series - Drama,FALSE,Breaking Bad
2011,2012,69,Best Performance by an Actress in a Television Series - Musical or Comedy,TRUE,Enlightened
2011,2012,69,Best Performance by an Actress in a Television Series - Musical or Comedy,FALSE,New Girl
2011,2012,69,Best Performance by an Actress in a Television Series - Musical or Comedy,FALSE,30 Rock
2011,2012,69,Best Performance by an Actress in a Television Series - Musical or Comedy,FALSE,The Big C
2011,2012,69,Best Performance by an Actress in a Television Series - Musical or Comedy,FALSE,Parks And Recreation
2011,2012,69,Best Performance by an Actor in a Television Series - Musical or Comedy,TRUE,Episodes
2011,2012,69,Best Performance by an Actor in a Television Series - Musical or Comedy,FALSE,30 Rock
2011,2012,69,Best Performance by an Actor in a Television Series - Musical or Comedy,FALSE,Californication
2011,2012,69,Best Performance by an Actor in a Television Series - Musical or Comedy,FALSE,The Big Bang Theory
2011,2012,69,Best Performance by an Actor in a Television Series - Musical or Comedy,FALSE,Hung
2011,2012,69,Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television,TRUE,American Horror Story
2011,2012,69,Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television,FALSE,Boardwalk Empire
2011,2012,69,Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television,FALSE,Downton Abbey
2011,2012,69,Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television,FALSE,Modern Family
2011,2012,69,Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television,FALSE,Mildred Pierce
2011,2012,69,Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television,TRUE,Game of Thrones
2011,2012,69,Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television,FALSE,Too Big To Fail
2011,2012,69,Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television,FALSE,Mildred Pierce
2011,2012,69,Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television,FALSE,Cinema Verite
2011,2012,69,Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television,FALSE,Modern Family
2011,2012,69,Cecil B. deMille Award,FALSE,Morgan Freeman
2012,2013,70,Best Motion Picture - Drama,TRUE,Argo
2012,2013,70,Best Motion Picture - Drama,FALSE,Life of Pi
2012,2013,70,Best Motion Picture - Drama,FALSE,Lincoln
2012,2013,70,Best Motion Picture - Drama,FALSE,"Zero Dark Thirty 	"
2012,2013,70,Best Motion Picture - Drama,FALSE,Django Unchained
2012,2013,70,Best Motion Picture - Musical or Comedy,TRUE,Les Misérables
2012,2013,70,Best Motion Picture - Musical or Comedy,FALSE,The Best Exotic Marigold Hotel
2012,2013,70,Best Motion Picture - Musical or Comedy,FALSE,Moonrise Kingdom
2012,2013,70,Best Motion Picture - Musical or Comedy,FALSE,Salmon Fishing in the Yemen
2012,2013,70,Best Motion Picture - Musical or Comedy,FALSE,Silver Linings Playbook
2012,2013,70,Best Performance by an Actress in a Motion Picture - Drama,TRUE,"Zero Dark Thirty 	"
2012,2013,70,Best Performance by an Actress in a Motion Picture - Drama,FALSE,Rust and Bone
2012,2013,70,Best Performance by an Actress in a Motion Picture - Drama,FALSE,Hitchcock
2012,2013,70,Best Performance by an Actress in a Motion Picture - Drama,FALSE,The Impossible
2012,2013,70,Best Performance by an Actress in a Motion Picture - Drama,FALSE,The Deep Blue Sea
2012,2013,70,Best Performance by an Actor in a Motion Picture - Drama,TRUE,Lincoln
2012,2013,70,Best Performance by an Actor in a Motion Picture - Drama,FALSE,Arbitrage
2012,2013,70,Best Performance by an Actor in a Motion Picture - Drama,FALSE,The Master
2012,2013,70,Best Performance by an Actor in a Motion Picture - Drama,FALSE,Flight
2012,2013,70,Best Performance by an Actor in a Motion Picture - Drama,FALSE,The Sessions
2012,2013,70,Best Performance by an Actress in a Motion Picture - Musical or Comedy,TRUE,Silver Linings Playbook
2012,2013,70,Best Performance by an Actress in a Motion Picture - Musical or Comedy,FALSE,Salmon Fishing in the Yemen
2012,2013,70,Best Performance by an Actress in a Motion Picture - Musical or Comedy,FALSE,The Best Exotic Marigold Hotel
2012,2013,70,Best Performance by an Actress in a Motion Picture - Musical or Comedy,FALSE,Quartet
2012,2013,70,Best Performance by an Actress in a Motion Picture - Musical or Comedy,FALSE,Hope Springs
2012,2013,70,Best Performance by an Actor in a Motion Picture - Musical or Comedy,TRUE,Les Misérables
2012,2013,70,Best Performance by an Actor in a Motion Picture - Musical or Comedy,FALSE,Hyde Park on Hudson
2012,2013,70,Best Performance by an Actor in a Motion Picture - Musical or Comedy,FALSE,Silver Linings Playbook
2012,2013,70,Best Performance by an Actor in a Motion Picture - Musical or Comedy,FALSE,Bernie
2012,2013,70,Best Performance by an Actor in a Motion Picture - Musical or Comedy,FALSE,Salmon Fishing in the Yemen
2012,2013,70,Best Performance by an Actress in a Supporting Role in any Motion Picture,TRUE,Les Misérables
2012,2013,70,Best Performance by an Actress in a Supporting Role in any Motion Picture,FALSE,The Master
2012,2013,70,Best Performance by an Actress in a Supporting Role in any Motion Picture,FALSE,The Sessions
2012,2013,70,Best Performance by an Actress in a Supporting Role in any Motion Picture,FALSE,The Paperboy
2012,2013,70,Best Performance by an Actress in a Supporting Role in any Motion Picture,FALSE,Lincoln
2012,2013,70,Best Performance by an Actor in a Supporting Role in any Motion Picture,TRUE,Django Unchained
2012,2013,70,Best Performance by an Actor in a Supporting Role in any Motion Picture,FALSE,The Master
2012,2013,70,Best Performance by an Actor in a Supporting Role in any Motion Picture,FALSE,Argo
2012,2013,70,Best Performance by an Actor in a Supporting Role in any Motion Picture,FALSE,Django Unchained
2012,2013,70,Best Performance by an Actor in a Supporting Role in any Motion Picture,FALSE,Lincoln
2012,2013,70,Best Director - Motion Picture,TRUE,Argo
2012,2013,70,Best Director - Motion Picture,FALSE,Life of Pi
2012,2013,70,Best Director - Motion Picture,FALSE,Lincoln
2012,2013,70,Best Director - Motion Picture,FALSE,"Zero Dark Thirty 	"
2012,2013,70,Best Director - Motion Picture,FALSE,Django Unchained
2012,2013,70,Best Screenplay - Motion Picture,TRUE,Django Unchained
2012,2013,70,Best Screenplay - Motion Picture,FALSE,Lincoln
2012,2013,70,Best Screenplay - Motion Picture,FALSE,"Zero Dark Thirty 	"
2012,2013,70,Best Screenplay - Motion Picture,FALSE,Silver Linings Playbook
2012,2013,70,Best Screenplay - Motion Picture,FALSE,Argo
2012,2013,70,Best Motion Picture - Animated,TRUE,Brave
2012,2013,70,Best Motion Picture - Animated,FALSE,Frankenweenie
2012,2013,70,Best Motion Picture - Animated,FALSE,Hotel Transylvania
2012,2013,70,Best Motion Picture - Animated,FALSE,Rise of the Guardians
2012,2013,70,Best Motion Picture - Animated,FALSE,Wreck-It Ralph
2012,2013,70,Best Motion Picture - Foreign Language,TRUE,Austria, Michael Haneke
2012,2013,70,Best Motion Picture - Foreign Language,FALSE,Denmark, Nikolaj Arcel
2012,2013,70,Best Motion Picture - Foreign Language,FALSE,France, Olivier Nakache, Éric Toledano
2012,2013,70,Best Motion Picture - Foreign Language,FALSE,Norway, United Kingdom, Denmark, Joachim Rønning, Espen Sandberg
2012,2013,70,Best Motion Picture - Foreign Language,FALSE,France, Jacques Audiard
2012,2013,70,Best Original Score - Motion Picture,TRUE,Life of Pi
2012,2013,70,Best Original Score - Motion Picture,FALSE,Lincoln
2012,2013,70,Best Original Score - Motion Picture,FALSE,Anna Karenina
2012,2013,70,Best Original Score - Motion Picture,FALSE,Cloud Atlas
2012,2013,70,Best Original Score - Motion Picture,FALSE,Argo
2012,2013,70,Best Original Song - Motion Picture,TRUE,Skyfall
2012,2013,70,Best Original Song - Motion Picture,FALSE,Act of Valor
2012,2013,70,Best Original Song - Motion Picture,FALSE,Stand Up Guys
2012,2013,70,Best Original Song - Motion Picture,FALSE,The Hunger Games
2012,2013,70,Best Original Song - Motion Picture,FALSE,Les Misérables
2012,2013,70,Best Television Series - Drama,TRUE,Homeland
2012,2013,70,Best Television Series - Drama,FALSE,Boardwalk Empire
2012,2013,70,Best Television Series - Drama,FALSE,Downton Abbey
2012,2013,70,Best Television Series - Drama,FALSE,The Newsroom
2012,2013,70,Best Television Series - Drama,FALSE,Breaking Bad
2012,2013,70,Best Television Series - Musical or Comedy,TRUE,Girls
2012,2013,70,Best Television Series - Musical or Comedy,FALSE,The Big Bang Theory
2012,2013,70,Best Television Series - Musical or Comedy,FALSE,Episodes
2012,2013,70,Best Television Series - Musical or Comedy,FALSE,Modern Family
2012,2013,70,Best Television Series - Musical or Comedy,FALSE,Smash
2012,2013,70,Best Television Limited Series or Motion Picture Made for Television,TRUE,Game Change
2012,2013,70,Best Television Limited Series or Motion Picture Made for Television,FALSE,The Hour
2012,2013,70,Best Television Limited Series or Motion Picture Made for Television,FALSE,The Girl
2012,2013,70,Best Television Limited Series or Motion Picture Made for Television,FALSE,Hatfields & McCoys
2012,2013,70,Best Television Limited Series or Motion Picture Made for Television,FALSE,Political Animals
2012,2013,70,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,TRUE,Game Change
2012,2013,70,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,FALSE,The Girl
2012,2013,70,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,FALSE,Hemingway & Gellhorn
2012,2013,70,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,FALSE,American Horror Story: Asylum
2012,2013,70,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,FALSE,Political Animals
2012,2013,70,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,TRUE,Hatfields & McCoys
2012,2013,70,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,FALSE,Game Change
2012,2013,70,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,FALSE,Hemingway & Gellhorn
2012,2013,70,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,FALSE,Sherlock: Season 2 (Masterpiece)
2012,2013,70,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,FALSE,The Girl
2012,2013,70,Best Performance by an Actress In A Television Series - Drama,TRUE,Homeland
2012,2013,70,Best Performance by an Actress In A Television Series - Drama,FALSE,Nashville ( TV )
2012,2013,70,Best Performance by an Actress In A Television Series - Drama,FALSE,Downton Abbey
2012,2013,70,Best Performance by an Actress In A Television Series - Drama,FALSE,Damages
2012,2013,70,Best Performance by an Actress In A Television Series - Drama,FALSE,The Good Wife
2012,2013,70,Best Performance by an Actor In A Television Series - Drama,TRUE,Homeland
2012,2013,70,Best Performance by an Actor In A Television Series - Drama,FALSE,Boardwalk Empire
2012,2013,70,Best Performance by an Actor In A Television Series - Drama,FALSE,Breaking Bad
2012,2013,70,Best Performance by an Actor In A Television Series - Drama,FALSE,The Newsroom
2012,2013,70,Best Performance by an Actor In A Television Series - Drama,FALSE,Mad Men
2012,2013,70,Best Performance by an Actress in a Television Series - Musical or Comedy,TRUE,Girls
2012,2013,70,Best Performance by an Actress in a Television Series - Musical or Comedy,FALSE,30 Rock
2012,2013,70,Best Performance by an Actress in a Television Series - Musical or Comedy,FALSE,Parks And Recreation
2012,2013,70,Best Performance by an Actress in a Television Series - Musical or Comedy,FALSE,Veep
2012,2013,70,Best Performance by an Actress in a Television Series - Musical or Comedy,FALSE,New Girl
2012,2013,70,Best Performance by an Actor in a Television Series - Musical or Comedy,TRUE,House of Lies
2012,2013,70,Best Performance by an Actor in a Television Series - Musical or Comedy,FALSE,30 Rock
2012,2013,70,Best Performance by an Actor in a Television Series - Musical or Comedy,FALSE,Episodes
2012,2013,70,Best Performance by an Actor in a Television Series - Musical or Comedy,FALSE,Louie
2012,2013,70,Best Performance by an Actor in a Television Series - Musical or Comedy,FALSE,The Big Bang Theory
2012,2013,70,Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television,TRUE,Downton Abbey
2012,2013,70,Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television,FALSE,Modern Family
2012,2013,70,Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television,FALSE,The Good Wife
2012,2013,70,Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television,FALSE,Nashville ( TV )
2012,2013,70,Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television,FALSE,Game Change
2012,2013,70,Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television,TRUE,Game Change
2012,2013,70,Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television,FALSE,Modern Family
2012,2013,70,Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television,FALSE,New Girl
2012,2013,70,Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television,FALSE,Magic City
2012,2013,70,Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television,FALSE,Homeland
2012,2013,70,Cecil B. deMille Award,FALSE,Jodie Foster
2013,2014,71,Best Motion Picture - Drama,TRUE,12 Years a Slave
2013,2014,71,Best Motion Picture - Drama,FALSE,Captain Phillips
2013,2014,71,Best Motion Picture - Drama,FALSE,Gravity
2013,2014,71,Best Motion Picture - Drama,FALSE,Philomena
2013,2014,71,Best Motion Picture - Drama,FALSE,Rush
2013,2014,71,Best Motion Picture - Musical or Comedy,TRUE,American Hustle
2013,2014,71,Best Motion Picture - Musical or Comedy,FALSE,Nebraska
2013,2014,71,Best Motion Picture - Musical or Comedy,FALSE,Inside Llewyn Davis
2013,2014,71,Best Motion Picture - Musical or Comedy,FALSE,Her
2013,2014,71,Best Motion Picture - Musical or Comedy,FALSE,The Wolf of Wall Street
2013,2014,71,Best Performance by an Actress in a Motion Picture - Drama,TRUE,Blue Jasmine
2013,2014,71,Best Performance by an Actress in a Motion Picture - Drama,FALSE,Gravity
2013,2014,71,Best Performance by an Actress in a Motion Picture - Drama,FALSE,Philomena
2013,2014,71,Best Performance by an Actress in a Motion Picture - Drama,FALSE,Labor Day
2013,2014,71,Best Performance by an Actress in a Motion Picture - Drama,FALSE,Saving Mr. Banks
2013,2014,71,Best Performance by an Actor in a Motion Picture - Drama,TRUE,Dallas Buyers Club
2013,2014,71,Best Performance by an Actor in a Motion Picture - Drama,FALSE,All Is Lost
2013,2014,71,Best Performance by an Actor in a Motion Picture - Drama,FALSE,12 Years a Slave
2013,2014,71,Best Performance by an Actor in a Motion Picture - Drama,FALSE,Captain Phillips
2013,2014,71,Best Performance by an Actor in a Motion Picture - Drama,FALSE,Mandela: Long Walk to Freedom
2013,2014,71,Best Performance by an Actress in a Motion Picture - Musical or Comedy,TRUE,American Hustle
2013,2014,71,Best Performance by an Actress in a Motion Picture - Musical or Comedy,FALSE,Enough Said
2013,2014,71,Best Performance by an Actress in a Motion Picture - Musical or Comedy,FALSE,Frances Ha
2013,2014,71,Best Performance by an Actress in a Motion Picture - Musical or Comedy,FALSE,August: Osage County
2013,2014,71,Best Performance by an Actress in a Motion Picture - Musical or Comedy,FALSE,Before Midnight
2013,2014,71,Best Performance by an Actor in a Motion Picture - Musical or Comedy,TRUE,The Wolf of Wall Street
2013,2014,71,Best Performance by an Actor in a Motion Picture - Musical or Comedy,FALSE,American Hustle
2013,2014,71,Best Performance by an Actor in a Motion Picture - Musical or Comedy,FALSE,Nebraska
2013,2014,71,Best Performance by an Actor in a Motion Picture - Musical or Comedy,FALSE,Inside Llewyn Davis
2013,2014,71,Best Performance by an Actor in a Motion Picture - Musical or Comedy,FALSE,Her
2013,2014,71,Best Performance by an Actress in a Supporting Role in any Motion Picture,TRUE,American Hustle
2013,2014,71,Best Performance by an Actress in a Supporting Role in any Motion Picture,FALSE,Blue Jasmine
2013,2014,71,Best Performance by an Actress in a Supporting Role in any Motion Picture,FALSE,12 Years a Slave
2013,2014,71,Best Performance by an Actress in a Supporting Role in any Motion Picture,FALSE,Nebraska
2013,2014,71,Best Performance by an Actress in a Supporting Role in any Motion Picture,FALSE,August: Osage County
2013,2014,71,Best Performance by an Actor in a Supporting Role in any Motion Picture,TRUE,Dallas Buyers Club
2013,2014,71,Best Performance by an Actor in a Supporting Role in any Motion Picture,FALSE,12 Years a Slave
2013,2014,71,Best Performance by an Actor in a Supporting Role in any Motion Picture,FALSE,Captain Phillips
2013,2014,71,Best Performance by an Actor in a Supporting Role in any Motion Picture,FALSE,Rush
2013,2014,71,Best Performance by an Actor in a Supporting Role in any Motion Picture,FALSE,American Hustle
2013,2014,71,Best Director - Motion Picture,TRUE,Gravity
2013,2014,71,Best Director - Motion Picture,FALSE,12 Years a Slave
2013,2014,71,Best Director - Motion Picture,FALSE,Captain Phillips
2013,2014,71,Best Director - Motion Picture,FALSE,American Hustle
2013,2014,71,Best Director - Motion Picture,FALSE,Nebraska
2013,2014,71,Best Screenplay - Motion Picture,TRUE,Her
2013,2014,71,Best Screenplay - Motion Picture,FALSE,12 Years a Slave
2013,2014,71,Best Screenplay - Motion Picture,FALSE,Philomena
2013,2014,71,Best Screenplay - Motion Picture,FALSE,American Hustle
2013,2014,71,Best Screenplay - Motion Picture,FALSE,Nebraska
2013,2014,71,Best Motion Picture - Animated,TRUE,Frozen
2013,2014,71,Best Motion Picture - Animated,FALSE,Despicable Me 2
2013,2014,71,Best Motion Picture - Animated,FALSE,The Croods
2013,2014,71,Best Motion Picture - Foreign Language,TRUE,Italy, Paolo Sorrentino
2013,2014,71,Best Motion Picture - Foreign Language,FALSE,A Francebdellatif Kechiche
2013,2014,71,Best Motion Picture - Foreign Language,FALSE,Denmark, Thomas Vinterberg
2013,2014,71,Best Motion Picture - Foreign Language,FALSE,A Iransghar Farhadi 
2013,2014,71,Best Motion Picture - Foreign Language,FALSE,Japan, Hayao Miyazaki
2013,2014,71,Best Original Score - Motion Picture,TRUE,All Is Lost
2013,2014,71,Best Original Score - Motion Picture,FALSE,The Book Thief
2013,2014,71,Best Original Score - Motion Picture,FALSE,12 Years a Slave
2013,2014,71,Best Original Score - Motion Picture,FALSE,Gravity
2013,2014,71,Best Original Score - Motion Picture,FALSE,Mandela: Long Walk to Freedom
2013,2014,71,Best Original Song - Motion Picture,TRUE,Mandela: Long Walk to Freedom
2013,2014,71,Best Original Song - Motion Picture,FALSE,Inside Llewyn Davis
2013,2014,71,Best Original Song - Motion Picture,FALSE,Frozen
2013,2014,71,Best Original Song - Motion Picture,FALSE,One Chance
2013,2014,71,Best Original Song - Motion Picture,FALSE,The Hunger Games: Catching Fire
2013,2014,71,Best Television Series - Drama,TRUE,Breaking Bad
2013,2014,71,Best Television Series - Drama,FALSE,The Good Wife
2013,2014,71,Best Television Series - Drama,FALSE,House of Cards
2013,2014,71,Best Television Series - Drama,FALSE,Masters of Sex
2013,2014,71,Best Television Series - Drama,FALSE,Downton Abbey
2013,2014,71,Best Television Series - Musical or Comedy,TRUE,Brooklyn Nine-Nine
2013,2014,71,Best Television Series - Musical or Comedy,FALSE,Girls
2013,2014,71,Best Television Series - Musical or Comedy,FALSE,Modern Family
2013,2014,71,Best Television Series - Musical or Comedy,FALSE,Parks And Recreation
2013,2014,71,Best Television Series - Musical or Comedy,FALSE,The Big Bang Theory
2013,2014,71,Best Television Limited Series or Motion Picture Made for Television,TRUE,Behind the Candelabra
2013,2014,71,Best Television Limited Series or Motion Picture Made for Television,FALSE,American Horror Story: Coven
2013,2014,71,Best Television Limited Series or Motion Picture Made for Television,FALSE,Top of the Lake
2013,2014,71,Best Television Limited Series or Motion Picture Made for Television,FALSE,Dancing on the Edge
2013,2014,71,Best Television Limited Series or Motion Picture Made for Television,FALSE,The White Queen
2013,2014,71,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,TRUE,Top of the Lake
2013,2014,71,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,FALSE,The White Queen
2013,2014,71,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,FALSE,American Horror Story: Coven
2013,2014,71,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,FALSE,Burton and Taylor
2013,2014,71,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,FALSE,Phil Spector
2013,2014,71,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,TRUE,Behind the Candelabra
2013,2014,71,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,FALSE,Phil Spector
2013,2014,71,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,FALSE,Behind the Candelabra
2013,2014,71,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,FALSE,Dancing on the Edge
2013,2014,71,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,FALSE,Luther
2013,2014,71,Best Performance by an Actress In A Television Series - Drama,TRUE,House of Cards
2013,2014,71,Best Performance by an Actress In A Television Series - Drama,FALSE,Orange is the New Black
2013,2014,71,Best Performance by an Actress In A Television Series - Drama,FALSE,Orphan Black
2013,2014,71,Best Performance by an Actress In A Television Series - Drama,FALSE,Scandal (TV)
2013,2014,71,Best Performance by an Actress In A Television Series - Drama,FALSE,The Good Wife
2013,2014,71,Best Performance by an Actor In A Television Series - Drama,TRUE,Breaking Bad
2013,2014,71,Best Performance by an Actor In A Television Series - Drama,FALSE,Ray Donovan
2013,2014,71,Best Performance by an Actor In A Television Series - Drama,FALSE,The Blacklist
2013,2014,71,Best Performance by an Actor In A Television Series - Drama,FALSE,House of Cards
2013,2014,71,Best Performance by an Actor In A Television Series - Drama,FALSE,Masters of Sex
2013,2014,71,Best Performance by an Actress in a Television Series - Musical or Comedy,TRUE,Parks And Recreation
2013,2014,71,Best Performance by an Actress in a Television Series - Musical or Comedy,FALSE,Girls
2013,2014,71,Best Performance by an Actress in a Television Series - Musical or Comedy,FALSE,New Girl
2013,2014,71,Best Performance by an Actress in a Television Series - Musical or Comedy,FALSE,Nurse Jackie
2013,2014,71,Best Performance by an Actress in a Television Series - Musical or Comedy,FALSE,Veep
2013,2014,71,Best Performance by an Actor in a Television Series - Musical or Comedy,TRUE,Brooklyn Nine-Nine
2013,2014,71,Best Performance by an Actor in a Television Series - Musical or Comedy,FALSE,The Michael J. Fox Show
2013,2014,71,Best Performance by an Actor in a Television Series - Musical or Comedy,FALSE,The Big Bang Theory
2013,2014,71,Best Performance by an Actor in a Television Series - Musical or Comedy,FALSE,Arrested Development
2013,2014,71,Best Performance by an Actor in a Television Series - Musical or Comedy,FALSE,House of Lies
2013,2014,71,Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television,TRUE,Dancing on the Edge
2013,2014,71,Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television,FALSE,The White Queen
2013,2014,71,Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television,FALSE,Modern Family
2013,2014,71,Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television,FALSE,Nashville ( TV )
2013,2014,71,Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television,FALSE,Parenthood (TV)
2013,2014,71,Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television,TRUE,Ray Donovan
2013,2014,71,Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television,FALSE,Behind the Candelabra
2013,2014,71,Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television,FALSE,House of Cards
2013,2014,71,Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television,FALSE,Breaking Bad
2013,2014,71,Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television,FALSE,The Good Wife
2013,2014,71,Cecil B. deMille Award,FALSE,Woody Allen
2014,2015,72,Best Motion Picture - Drama,TRUE,Boyhood
2014,2015,72,Best Motion Picture - Drama,FALSE,The Imitation Game
2014,2015,72,Best Motion Picture - Drama,FALSE,Selma
2014,2015,72,Best Motion Picture - Drama,FALSE,Foxcatcher
2014,2015,72,Best Motion Picture - Drama,FALSE,The Theory of Everything
2014,2015,72,Best Motion Picture - Musical or Comedy,TRUE,The Grand Budapest Hotel
2014,2015,72,Best Motion Picture - Musical or Comedy,FALSE,Into the Woods
2014,2015,72,Best Motion Picture - Musical or Comedy,FALSE,St. Vincent
2014,2015,72,Best Motion Picture - Musical or Comedy,FALSE,Pride
2014,2015,72,Best Motion Picture - Musical or Comedy,FALSE,Birdman
2014,2015,72,Best Performance by an Actress in a Motion Picture - Drama,TRUE,Still Alice
2014,2015,72,Best Performance by an Actress in a Motion Picture - Drama,FALSE,Cake
2014,2015,72,Best Performance by an Actress in a Motion Picture - Drama,FALSE,The Theory of Everything
2014,2015,72,Best Performance by an Actress in a Motion Picture - Drama,FALSE,Gone Girl
2014,2015,72,Best Performance by an Actress in a Motion Picture - Drama,FALSE,Wild
2014,2015,72,Best Performance by an Actor in a Motion Picture - Drama,TRUE,The Theory of Everything
